Timestamp,Acc_X1,Acc_Y1,Acc_Z1,Lin_X1,Lin_Y1,Lin_Z1,Gyr_X1,Gyr_Y1,Gyr_Z1,Euler_X1,Euler_Y1,Euler_Z1,Quat_W1,Quat_X1,Quat_Y1,Quat_Z1,Acc_X2,Acc_Y2,Acc_Z2,Lin_X2,Lin_Y2,Lin_Z2,Gyr_X2,Gyr_Y2,Gyr_Z2,Euler_X2,Euler_Y2,Euler_Z2,Quat_W2,Quat_X2,Quat_Y2,Quat_Z2
8145.0,0.0,9.38,-0.17,0.08,-0.42,0.03,-0.13,-0.56,0.25,0.44,-0.38,-91.19,0.7,0.71,0.0,0.0,-0.9,9.22,-1.34,0.2,-0.42,0.04,0.56,-1.44,0.81,1.25,-6.5,-98.13,0.66,0.75,0.08,-0.01
8197.0,0.07,9.36,-0.2,0.14,-0.44,0.0,0.13,0.19,0.13,0.44,-0.38,-91.13,0.7,0.71,0.0,0.0,-0.91,9.22,-1.28,0.11,-0.41,0.03,0.56,0.69,0.56,1.19,-6.44,-98.13,0.66,0.75,0.08,-0.01
8248.0,0.0,9.36,-0.16,0.07,-0.44,0.04,0.06,-0.63,0.44,0.44,-0.38,-91.13,0.7,0.71,0.0,0.0,-0.98,9.26,-1.34,0.13,-0.42,0.04,-0.56,-0.25,0.06,1.19,-6.44,-98.13,0.66,0.75,0.08,-0.01
8300.0,0.04,9.38,-0.18,0.11,-0.41,0.02,0.0,-0.19,0.31,0.44,-0.38,-91.13,0.7,0.71,0.0,0.0,-0.99,9.22,-1.39,0.11,-0.42,-0.01,0.0,0.44,0.44,1.19,-6.44,-98.19,0.66,0.75,0.08,-0.01
8351.0,0.11,9.36,-0.17,0.18,-0.46,0.0,-0.38,-0.56,0.38,0.44,-0.38,-91.13,0.7,0.71,0.0,0.0,-0.97,9.24,-1.32,0.12,-0.4,0.06,-0.38,-0.38,0.06,1.19,-6.44,-98.19,0.66,0.75,0.08,-0.01
8404.0,-0.03,9.37,-0.19,0.02,-0.42,0.0,-0.31,-0.63,0.19,0.44,-0.31,-91.13,0.7,0.71,0.0,0.0,-0.98,9.22,-1.38,0.11,-0.41,0.0,0.0,-0.88,0.38,1.19,-6.44,-98.19,0.65,0.75,0.08,-0.01
8458.0,0.08,9.39,-0.2,0.14,-0.4,0.0,-0.5,-0.38,0.06,0.38,-0.31,-91.13,0.7,0.71,0.0,0.0,-1.01,9.24,-1.3,0.08,-0.44,0.04,0.13,1.19,0.63,1.19,-6.44,-98.19,0.66,0.75,0.08,-0.01
8512.0,0.05,9.38,-0.19,0.16,-0.42,0.01,-0.13,-0.75,0.25,0.44,-0.31,-91.13,0.7,0.71,0.0,0.0,-0.92,9.25,-1.35,0.17,-0.39,0.02,-0.69,-0.94,-0.31,1.19,-6.44,-98.19,0.66,0.75,0.08,-0.01
8565.0,0.01,9.35,-0.2,0.06,-0.44,0.0,0.0,0.25,-0.25,0.38,-0.31,-91.13,0.7,0.71,0.0,0.0,-0.89,9.24,-1.3,0.2,-0.4,0.07,0.31,0.06,0.5,1.19,-6.44,-98.13,0.66,0.75,0.08,-0.01
8617.0,0.14,9.36,-0.18,0.19,-0.43,0.01,0.19,-0.19,-0.31,0.38,-0.31,-91.13,0.7,0.71,0.0,0.0,-1.04,9.24,-1.3,0.08,-0.42,0.09,-0.19,0.13,0.69,1.25,-6.44,-98.13,0.66,0.75,0.08,-0.01
8673.0,-0.07,9.36,-0.17,0.01,-0.42,0.0,-0.19,-0.44,-0.19,0.38,-0.25,-91.13,0.7,0.71,0.0,0.0,-0.96,9.23,-1.34,0.13,-0.41,0.04,0.06,-0.88,0.06,1.19,-6.44,-98.13,0.66,0.75,0.08,-0.01
8725.0,0.05,9.4,-0.23,0.1,-0.39,-0.03,-0.06,0.56,-0.06,0.38,-0.25,-91.13,0.7,0.71,0.0,0.0,-0.85,9.23,-1.29,0.24,-0.4,0.08,0.0,0.0,0.44,1.25,-6.44,-98.13,0.66,0.75,0.08,-0.01
8775.0,0.24,9.39,-0.17,0.29,-0.4,0.02,0.63,-1.56,-0.25,0.38,-0.25,-91.13,0.7,0.71,0.0,0.0,-0.76,9.25,-1.3,0.32,-0.39,0.07,-0.81,-0.88,0.75,1.25,-6.38,-98.06,0.66,0.75,0.08,-0.01
8825.0,-0.07,9.34,-0.21,-0.02,-0.45,0.0,0.56,0.81,-1.56,0.38,-0.25,-91.13,0.7,0.71,0.0,0.0,-0.99,9.18,-1.35,0.07,-0.46,0.02,-0.06,1.06,1.88,1.06,-6.25,-98.06,0.66,0.75,0.08,-0.01
8876.0,-0.12,9.39,-0.23,-0.06,-0.4,-0.03,0.31,0.44,-1.31,0.5,-0.31,-91.19,0.7,0.71,0.0,0.0,-1.11,9.23,-1.32,-0.05,-0.41,0.05,-0.31,1.13,1.81,0.94,-6.19,-98.06,0.66,0.75,0.08,-0.01
8927.0,-0.16,9.39,-0.21,-0.1,-0.4,-0.01,0.06,-0.31,0.19,0.5,-0.38,-91.19,0.7,0.71,0.0,0.0,-0.98,9.18,-1.33,0.06,-0.46,0.05,0.81,-1.06,1.19,0.88,-6.13,-98.13,0.66,0.75,0.08,-0.01
8978.0,0.21,9.44,-0.22,0.27,-0.36,-0.02,-0.69,-1.0,0.88,0.5,-0.31,-91.19,0.7,0.71,0.0,0.0,-0.75,9.33,-1.37,0.28,-0.32,0.0,-0.56,-0.63,1.0,0.88,-6.0,-98.13,0.66,0.75,0.07,-0.01
9033.0,-0.14,9.3,-0.21,0.0,-0.5,-0.02,-0.25,0.44,0.25,0.5,-0.31,-91.13,0.7,0.71,0.0,0.0,-0.92,9.2,-1.34,0.06,-0.48,0.09,-0.75,0.81,0.56,0.69,-5.94,-98.13,0.66,0.75,0.07,0.0
9084.0,-0.13,9.47,-0.21,-0.08,-0.33,0.0,0.13,0.25,0.81,0.5,-0.31,-91.13,0.7,0.71,0.0,0.0,-1.19,9.27,-1.24,-0.17,-0.37,0.14,1.81,4.94,1.13,0.56,-5.94,-98.19,0.66,0.75,0.08,0.0
9136.0,-0.09,9.35,-0.14,-0.04,-0.45,0.05,0.13,-0.31,2.5,0.44,-0.25,-91.13,0.7,0.71,0.0,0.0,-1.31,9.19,-1.13,-0.29,-0.45,0.26,-0.56,2.31,1.19,0.44,-5.94,-98.19,0.65,0.75,0.08,0.0
9186.0,-0.02,9.42,-0.18,0.0,-0.38,0.01,0.19,-4.81,3.69,0.38,-0.06,-91.13,0.7,0.71,0.0,0.0,-0.8,9.21,-1.44,0.2,-0.43,-0.03,2.25,-4.56,2.25,0.5,-5.88,-98.25,0.65,0.75,0.08,0.0
9237.0,0.27,9.35,-0.21,0.26,-0.44,-0.01,-1.19,-2.44,4.13,0.38,0.06,-91.13,0.7,0.71,0.0,0.0,-0.37,9.27,-1.31,0.63,-0.37,0.08,0.56,-2.75,-0.94,0.75,-5.88,-98.25,0.65,0.75,0.07,0.0
9288.0,0.55,9.35,-0.09,0.49,-0.45,0.09,-0.56,0.44,2.25,0.19,0.25,-91.13,0.7,0.71,-0.01,0.0,-0.36,9.24,-1.41,0.64,-0.4,0.0,0.31,5.13,-2.13,0.56,-5.88,-98.31,0.65,0.75,0.07,0.0
9340.0,0.4,9.36,-0.1,0.23,-0.43,0.1,1.19,5.75,-1.5,359.69,0.5,-91.13,0.7,0.71,-0.01,0.0,-0.61,9.24,-1.3,0.35,-0.4,0.12,0.38,9.94,-1.75,359.75,-5.63,-98.38,0.65,0.75,0.08,0.0
9394.0,0.13,9.37,-0.2,0.15,-0.39,0.03,2.31,4.06,-2.75,359.56,0.38,-91.19,0.7,0.71,0.0,0.0,-0.85,9.25,-1.38,0.1,-0.4,0.04,-0.19,7.56,-1.31,359.31,-5.63,-98.44,0.65,0.75,0.08,0.0
9446.0,-0.12,9.44,-0.3,-0.17,-0.35,-0.08,2.13,4.13,-2.94,359.5,0.25,-91.31,0.7,0.72,0.0,0.0,-1.01,9.19,-1.46,-0.15,-0.44,0.0,0.38,5.19,1.19,359.0,-5.56,-98.44,0.65,0.75,0.08,0.01
9496.0,0.0,9.45,-0.43,-0.03,-0.35,-0.19,1.38,3.0,-1.44,359.44,0.13,-91.38,0.7,0.72,0.0,0.0,-1.03,9.19,-1.49,-0.1,-0.42,-0.04,-0.06,4.44,0.13,358.81,-5.56,-98.5,0.65,0.75,0.08,0.01
9546.0,-0.04,9.34,-0.3,-0.06,-0.45,-0.05,0.19,-0.44,0.0,359.44,0.13,-91.44,0.7,0.72,0.0,0.0,-1.13,9.16,-1.5,-0.07,-0.48,0.02,-0.13,1.69,0.19,358.63,-5.56,-98.56,0.65,0.75,0.08,0.01
9596.0,0.26,9.38,-0.16,0.24,-0.41,0.08,0.44,1.25,0.0,359.44,0.13,-91.44,0.7,0.72,0.0,0.0,-0.72,9.25,-1.35,0.22,-0.39,0.1,0.31,3.25,1.19,358.5,-5.56,-98.56,0.65,0.75,0.08,0.01
9648.0,0.09,9.35,-0.38,0.07,-0.44,-0.13,0.13,-0.75,-0.63,359.38,0.13,-91.44,0.7,0.72,0.0,0.0,-0.83,9.16,-1.48,0.0,-0.5,0.0,0.0,-2.56,4.0,358.31,-5.38,-98.56,0.65,0.75,0.08,0.01
9697.0,0.06,9.4,-0.22,0.04,-0.39,0.02,-0.75,-5.31,-1.56,359.63,0.06,-91.44,0.7,0.72,0.0,0.0,-0.83,9.19,-1.53,0.03,-0.41,-0.01,-0.63,-8.25,7.81,358.38,-5.13,-98.56,0.65,0.75,0.08,0.01
9747.0,-0.26,9.42,-0.35,-0.27,-0.37,-0.11,-1.56,-4.19,-0.44,359.94,0.0,-91.38,0.7,0.72,0.0,0.0,-1.06,9.12,-1.47,-0.12,-0.57,0.1,-1.81,-8.63,7.69,358.56,-4.88,-98.5,0.65,0.75,0.07,0.01
9798.0,0.03,9.45,-0.12,0.02,-0.34,0.09,-1.44,-1.63,1.44,0.0,0.0,-91.31,0.7,0.72,0.0,0.0,-1.15,9.24,-1.33,-0.31,-0.44,0.09,-1.63,-4.94,6.38,358.69,-4.63,-98.38,0.65,0.75,0.07,0.01
9848.0,-0.19,9.47,-0.3,-0.21,-0.33,-0.08,-1.75,-6.81,2.94,0.13,0.06,-91.25,0.7,0.71,0.0,0.0,-0.59,9.29,-1.35,0.08,0.04,0.0,-1.25,-9.94,7.94,358.81,-4.38,-98.25,0.65,0.75,0.07,0.01
9899.0,0.04,9.37,-0.22,0.0,-0.42,-0.01,-1.19,-3.63,3.69,0.25,0.25,-91.19,0.7,0.71,-0.01,0.0,-0.68,9.66,-1.46,0.07,-0.03,0.04,-1.0,-5.31,7.81,358.81,-4.06,-98.19,0.65,0.75,0.06,0.01
9949.0,0.2,9.31,-0.11,0.11,-0.49,0.07,-0.94,-2.94,4.5,0.19,0.44,-91.13,0.7,0.71,-0.01,0.0,-0.66,9.7,-1.28,0.0,0.0,0.14,-1.75,-0.13,8.69,358.5,-3.69,-98.13,0.66,0.75,0.06,0.01
9998.0,0.4,9.37,0.13,0.28,-0.42,0.32,1.0,-2.19,3.56,0.13,0.69,-91.13,0.7,0.71,-0.01,0.0,-0.32,9.71,-1.19,0.22,0.04,0.13,-1.88,2.06,10.81,357.88,-3.13,-98.0,0.66,0.75,0.06,0.01
10047.0,0.0,9.36,-0.27,-0.16,-0.43,-0.08,0.63,0.5,3.06,359.88,0.88,-91.13,0.7,0.71,-0.01,0.0,-0.51,9.63,-1.49,-0.05,-0.06,-0.12,0.13,5.06,12.38,357.0,-2.5,-98.0,0.66,0.75,0.05,0.02
10097.0,0.3,9.36,-0.13,0.11,-0.43,0.06,1.31,-0.88,3.25,359.75,1.06,-91.13,0.7,0.71,-0.01,0.0,-0.25,9.67,-1.35,0.12,-0.02,0.09,-1.25,2.0,13.31,356.31,-1.88,-97.94,0.66,0.75,0.05,0.02
10147.0,0.29,9.47,-0.11,0.08,-0.32,0.09,2.81,1.38,1.94,359.56,1.25,-91.25,0.7,0.71,-0.01,0.0,-0.01,9.68,-1.3,0.21,-0.02,0.04,-0.88,3.06,16.88,355.38,-1.06,-97.88,0.66,0.75,0.05,0.03
10198.0,0.39,9.44,-0.4,0.17,-0.35,-0.17,0.13,-1.44,0.25,359.5,1.25,-91.31,0.7,0.72,-0.01,0.0,0.2,9.56,-1.59,0.27,-0.14,-0.25,-1.94,-0.44,18.81,354.38,-0.13,-97.88,0.66,0.75,0.04,0.03
10248.0,0.46,9.4,-0.1,0.26,-0.39,0.03,-15.38,1.0,-3.63,359.63,1.13,-90.81,0.7,0.71,-0.01,0.0,0.65,9.58,-1.26,0.52,-0.12,0.01,-1.38,0.69,18.69,353.38,0.69,-97.81,0.66,0.75,0.03,0.04
10299.0,0.73,9.27,0.11,0.54,-0.52,0.19,-1.44,0.94,-4.38,359.75,1.13,-90.44,0.7,0.71,-0.01,0.0,0.95,9.55,-1.22,0.69,-0.15,0.11,-1.56,-0.75,21.0,352.31,1.69,-97.75,0.66,0.75,0.03,0.04
10348.0,0.72,9.32,0.27,0.53,-0.48,0.3,-3.38,9.81,-11.19,359.38,1.13,-90.13,0.71,0.71,-0.01,0.0,1.06,9.62,-0.83,0.6,-0.08,0.47,-4.13,7.69,26.13,350.88,2.94,-97.63,0.66,0.75,0.02,0.05
10398.0,-0.43,9.26,-0.23,-0.52,-0.54,-0.2,5.06,7.56,-13.19,359.5,0.5,-90.19,0.71,0.71,0.0,0.0,0.19,9.36,-1.3,-0.51,-0.32,0.0,-0.06,1.81,31.5,349.13,4.44,-97.63,0.66,0.75,0.01,0.06
10449.0,0.3,9.48,0.01,0.29,-0.32,0.07,2.13,0.63,-8.06,359.75,0.0,-90.38,0.7,0.71,0.0,0.0,1.22,9.8,-1.49,0.28,0.12,-0.22,-4.56,-10.44,26.63,348.19,5.75,-97.44,0.66,0.75,0.0,0.07
10499.0,0.01,9.19,0.22,0.07,-0.61,0.3,4.56,9.0,-10.38,359.94,-0.38,-90.5,0.7,0.71,0.0,0.0,0.83,9.51,-0.51,-0.35,-0.13,0.73,2.63,-8.56,36.19,347.0,7.25,-97.38,0.66,0.75,-0.01,0.07
10549.0,0.23,9.28,0.03,0.41,-0.51,0.18,10.38,8.63,-15.56,0.31,-1.0,-90.88,0.7,0.71,0.01,0.0,1.56,9.54,-0.77,0.01,-0.05,0.5,-0.56,-18.38,53.88,345.56,9.56,-97.63,0.65,0.75,-0.03,0.08
10600.0,-1.25,8.98,-0.35,-0.94,-0.81,-0.09,14.5,3.0,-14.88,0.69,-1.75,-91.5,0.7,0.72,0.02,0.0,1.86,9.29,-1.37,-0.15,-0.2,-0.05,3.06,-14.81,61.13,343.31,12.44,-97.88,0.65,0.75,-0.06,0.1
10651.0,0.59,9.17,-0.73,1.03,-0.61,-0.34,17.06,12.63,-17.13,1.38,-2.56,-92.25,0.69,0.72,0.02,-0.01,2.17,9.41,-1.83,0.0,-0.03,-0.78,8.13,-12.38,64.25,341.06,15.31,-98.56,0.65,0.75,-0.08,0.11
10703.0,-1.03,9.25,-1.1,-0.44,-0.52,-0.58,13.5,3.69,-17.69,1.75,-3.56,-93.13,0.69,0.73,0.03,-0.01,3.14,9.32,-1.26,0.08,0.12,0.19,0.75,-15.13,59.69,338.75,18.19,-99.0,0.64,0.75,-0.1,0.12
